mapping,ontology,template
http://mappings.dbpedia.org/server/mappings/en/Infobox_lymph,http://dbpedia.org/ontology/Lymph,infobox lymph
http://mappings.dbpedia.org/server/mappings/en/US-historian-stub,http://dbpedia.org/ontology/Historian,us historian stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_New_Zealand_school,http://dbpedia.org/ontology/School,infobox new zealand school
http://mappings.dbpedia.org/server/mappings/en/Infobox_Geopolitical_organization,http://dbpedia.org/ontology/Organisation,infobox geopolitical organization
http://mappings.dbpedia.org/server/mappings/en/Infobox_biodatabase,http://dbpedia.org/ontology/BiologicalDatabase,infobox biodatabase
http://mappings.dbpedia.org/server/mappings/en/Sweden-Olympic-medalist-stub,http://dbpedia.org/ontology/Athlete,sweden olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_award,http://dbpedia.org/ontology/Award,infobox award
http://mappings.dbpedia.org/server/mappings/en/Infobox_bay,http://dbpedia.org/ontology/Bay,infobox bay
http://mappings.dbpedia.org/server/mappings/en/Infobox_gridiron_football_person,http://dbpedia.org/ontology/GridironFootballPlayer,infobox gridiron football person
http://mappings.dbpedia.org/server/mappings/en/Infobox_Polish_Soldiers,http://dbpedia.org/ontology/MilitaryPerson,infobox polish soldiers
http://mappings.dbpedia.org/server/mappings/en/Weapon-stub,http://dbpedia.org/ontology/Weapon,weapon stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_cyclist,http://dbpedia.org/ontology/Cyclist,infobox cyclist
http://mappings.dbpedia.org/server/mappings/en/Infobox_protected_area,http://dbpedia.org/ontology/ProtectedArea,infobox protected area
http://mappings.dbpedia.org/server/mappings/en/Infobox_Province_Vietnam,http://dbpedia.org/ontology/AdministrativeRegion,infobox province vietnam
http://mappings.dbpedia.org/server/mappings/en/Infobox_brewery,http://dbpedia.org/ontology/Brewery,infobox brewery
http://mappings.dbpedia.org/server/mappings/en/Infobox_Ambassador,http://dbpedia.org/ontology/Ambassador,infobox ambassador
http://mappings.dbpedia.org/server/mappings/en/Infobox_AFL_player_2,http://dbpedia.org/ontology/AustralianRulesFootballPlayer,infobox afl player 2
http://mappings.dbpedia.org/server/mappings/en/Infobox_officeholder,http://dbpedia.org/ontology/OfficeHolder,infobox officeholder
http://mappings.dbpedia.org/server/mappings/en/Infobox_senator,http://dbpedia.org/ontology/Senator,infobox senator
http://mappings.dbpedia.org/server/mappings/en/Infobox_actor,http://dbpedia.org/ontology/Actor,infobox actor
http://mappings.dbpedia.org/server/mappings/en/Infobox_alpine_ski_racer,http://dbpedia.org/ontology/Skier,infobox alpine ski racer
http://mappings.dbpedia.org/server/mappings/en/Infobox_skyscraper,http://dbpedia.org/ontology/Skyscraper,infobox skyscraper
http://mappings.dbpedia.org/server/mappings/en/Infobox_ship_career,http://dbpedia.org/ontology/Ship,infobox ship career
http://mappings.dbpedia.org/server/mappings/en/SouthGeorgia-geo-stub,http://dbpedia.org/ontology/Place,southgeorgia geo stub
http://mappings.dbpedia.org/server/mappings/en/US-academic-administrator-stub,http://dbpedia.org/ontology/Person,us academic administrator stub
http://mappings.dbpedia.org/server/mappings/en/US-business-bio-stub,http://dbpedia.org/ontology/BusinessPerson,us business bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_football_club_season,http://dbpedia.org/ontology/SoccerClubSeason,infobox football club season
http://mappings.dbpedia.org/server/mappings/en/Infobox_college_coach,http://dbpedia.org/ontology/CollegeCoach,infobox college coach
http://mappings.dbpedia.org/server/mappings/en/Infobox_aircraft_type,http://dbpedia.org/ontology/Aircraft,infobox aircraft type
http://mappings.dbpedia.org/server/mappings/en/Infobox_television_channel,http://dbpedia.org/ontology/TelevisionStation,infobox television channel
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Finland,http://dbpedia.org/ontology/OlympicResult,infobox olympics finland
http://mappings.dbpedia.org/server/mappings/en/Infobox_radio_show,http://dbpedia.org/ontology/RadioProgram,infobox radio show
http://mappings.dbpedia.org/server/mappings/en/England-MP-stub,http://dbpedia.org/ontology/MemberOfParliament,england mp stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_dot-com_company,http://dbpedia.org/ontology/Company,infobox dot com company
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Belgium,http://dbpedia.org/ontology/OlympicResult,infobox olympics belgium
http://mappings.dbpedia.org/server/mappings/en/Infobox_country,http://dbpedia.org/ontology/Country,infobox country
http://mappings.dbpedia.org/server/mappings/en/Infobox_person,http://dbpedia.org/ontology/Person,infobox person
http://mappings.dbpedia.org/server/mappings/en/Infobox_rugby_league_representative_team,http://dbpedia.org/ontology/RugbyClub,infobox rugby league representative team
http://mappings.dbpedia.org/server/mappings/en/Infobox_MMA_event,http://dbpedia.org/ontology/MixedMartialArtsEvent,infobox mma event
http://mappings.dbpedia.org/server/mappings/en/Spain-bio-stub,http://dbpedia.org/ontology/Person,spain bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_broadcast,http://dbpedia.org/ontology/TelevisionStation,infobox broadcast
http://mappings.dbpedia.org/server/mappings/en/Infobox_radio_station,http://dbpedia.org/ontology/RadioStation,infobox radio station
http://mappings.dbpedia.org/server/mappings/en/Infobox_animanga/Print,http://dbpedia.org/ontology/Manga,infobox animanga/print
http://mappings.dbpedia.org/server/mappings/en/Infobox_brain,http://dbpedia.org/ontology/Brain,infobox brain
http://mappings.dbpedia.org/server/mappings/en/Infobox_Korean_film,http://dbpedia.org/ontology/Film,infobox korean film
http://mappings.dbpedia.org/server/mappings/en/Infobox_French_region,http://dbpedia.org/ontology/AdministrativeRegion,infobox french region
http://mappings.dbpedia.org/server/mappings/en/Infobox_rugby_biography,http://dbpedia.org/ontology/RugbyPlayer,infobox rugby biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_hockey_team,http://dbpedia.org/ontology/HockeyTeam,infobox hockey team
http://mappings.dbpedia.org/server/mappings/en/Infobox_prison,http://dbpedia.org/ontology/Prison,infobox prison
http://mappings.dbpedia.org/server/mappings/en/Infobox_WTA_Tennis_Tournament,http://dbpedia.org/ontology/WomensTennisAssociationTournament,infobox wta tennis tournament
http://mappings.dbpedia.org/server/mappings/en/Infobox_Automobile_engine_generation,http://dbpedia.org/ontology/AutomobileEngine,infobox automobile engine generation
http://mappings.dbpedia.org/server/mappings/en/OatesLand-geo-stub,http://dbpedia.org/ontology/Place,oatesland geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Italy,http://dbpedia.org/ontology/OlympicResult,infobox olympics italy
http://mappings.dbpedia.org/server/mappings/en/Infobox_cycling_team,http://dbpedia.org/ontology/CyclingTeam,infobox cycling team
http://mappings.dbpedia.org/server/mappings/en/Infobox_criminal,http://dbpedia.org/ontology/Criminal,infobox criminal
http://mappings.dbpedia.org/server/mappings/en/Infobox_street,http://dbpedia.org/ontology/Road,infobox street
http://mappings.dbpedia.org/server/mappings/en/Authority_control,http://www.w3.org/2002/07/owl#Thing,authority control
http://mappings.dbpedia.org/server/mappings/en/Japan-writer-stub,http://dbpedia.org/ontology/Writer,japan writer stub
http://mappings.dbpedia.org/server/mappings/en/Year_dab,http://dbpedia.org/ontology/Year,year dab
http://mappings.dbpedia.org/server/mappings/en/Infobox_cultivar,http://dbpedia.org/ontology/CultivatedVariety,infobox cultivar
http://mappings.dbpedia.org/server/mappings/en/Germany-athletics-bio-stub,http://dbpedia.org/ontology/Athlete,germany athletics bio stub
http://mappings.dbpedia.org/server/mappings/en/Poland-railstation-stub,http://dbpedia.org/ontology/RailwayStation,poland railstation stub
http://mappings.dbpedia.org/server/mappings/en/Germany-canoe-bio-stub,http://dbpedia.org/ontology/Canoeist,germany canoe bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Greek_Dimos,http://dbpedia.org/ontology/AdministrativeRegion,infobox greek dimos
http://mappings.dbpedia.org/server/mappings/en/Infobox_baseball_biography,http://dbpedia.org/ontology/BaseballPlayer,infobox baseball biography
http://mappings.dbpedia.org/server/mappings/en/PalmerLand-geo-stub,http://dbpedia.org/ontology/Place,palmerland geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Norway,http://dbpedia.org/ontology/OlympicResult,infobox olympics norway
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Hungary,http://dbpedia.org/ontology/OlympicResult,infobox olympics hungary
http://mappings.dbpedia.org/server/mappings/en/Infobox_sport,http://dbpedia.org/ontology/Sport,infobox sport
http://mappings.dbpedia.org/server/mappings/en/Conservative-UK-MP-stub,http://dbpedia.org/ontology/MemberOfParliament,conservative uk mp stub
http://mappings.dbpedia.org/server/mappings/en/Noble-stub,http://dbpedia.org/ontology/Noble,noble stub
http://mappings.dbpedia.org/server/mappings/en/US-scientist-stub,http://dbpedia.org/ontology/Scientist,us scientist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Ukrainian_raion,http://dbpedia.org/ontology/AdministrativeRegion,infobox ukrainian raion
http://mappings.dbpedia.org/server/mappings/en/US-child-writer-stub,http://dbpedia.org/ontology/Writer,us child writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Playboy_Playmate,http://dbpedia.org/ontology/PlayboyPlaymate,infobox playboy playmate
http://mappings.dbpedia.org/server/mappings/en/DavisCup_player,http://dbpedia.org/ontology/TennisPlayer,daviscup player
http://mappings.dbpedia.org/server/mappings/en/AIADMK-politician-stub,http://dbpedia.org/ontology/Politician,aiadmk politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Royal_House,http://dbpedia.org/ontology/Organisation,infobox royal house
http://mappings.dbpedia.org/server/mappings/en/Ireland-bio-stub,http://dbpedia.org/ontology/Person,ireland bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_non-profit,http://dbpedia.org/ontology/Non-ProfitOrganisation,infobox non profit
http://mappings.dbpedia.org/server/mappings/en/Infobox_album,http://dbpedia.org/ontology/Album,infobox album
http://mappings.dbpedia.org/server/mappings/en/France-bio-stub,http://dbpedia.org/ontology/Person,france bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_racecourse,http://dbpedia.org/ontology/Racecourse,infobox racecourse
http://mappings.dbpedia.org/server/mappings/en/Infobox_mountain_pass,http://dbpedia.org/ontology/MountainPass,infobox mountain pass
http://mappings.dbpedia.org/server/mappings/en/Netherlands-politician-stub,http://dbpedia.org/ontology/Politician,netherlands politician stub
http://mappings.dbpedia.org/server/mappings/en/Cutaneous-condition-stub,http://dbpedia.org/ontology/Disease,cutaneous condition stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_saint,http://dbpedia.org/ontology/Saint,infobox saint
http://mappings.dbpedia.org/server/mappings/en/Infobox_curler,http://dbpedia.org/ontology/Curler,infobox curler
http://mappings.dbpedia.org/server/mappings/en/Infobox_President-elect,http://dbpedia.org/ontology/President,infobox president elect
http://mappings.dbpedia.org/server/mappings/en/Infobox_skier,http://dbpedia.org/ontology/Skier,infobox skier
http://mappings.dbpedia.org/server/mappings/en/Infobox_election,http://dbpedia.org/ontology/Election,infobox election
http://mappings.dbpedia.org/server/mappings/en/EllsworthLand-geo-stub,http://dbpedia.org/ontology/Place,ellsworthland geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_bus_company,http://dbpedia.org/ontology/BusCompany,infobox bus company
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Greece,http://dbpedia.org/ontology/OlympicResult,infobox olympics greece
http://mappings.dbpedia.org/server/mappings/en/Denmark-Olympic-medalist-stub,http://dbpedia.org/ontology/Athlete,denmark olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Mercury_crater,http://dbpedia.org/ontology/Crater,infobox mercury crater
http://mappings.dbpedia.org/server/mappings/en/Infobox_cave,http://dbpedia.org/ontology/Cave,infobox cave
http://mappings.dbpedia.org/server/mappings/en/Infobox_language,http://dbpedia.org/ontology/Language,infobox language
http://mappings.dbpedia.org/server/mappings/en/ChurchofEngland-bishop-stub,http://dbpedia.org/ontology/ChristianBishop,churchofengland bishop stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_kommune,http://dbpedia.org/ontology/AdministrativeRegion,infobox kommune
http://mappings.dbpedia.org/server/mappings/en/Infobox_road_junction,http://dbpedia.org/ontology/RoadJunction,infobox road junction
http://mappings.dbpedia.org/server/mappings/en/Infobox_automobile,http://dbpedia.org/ontology/Automobile,infobox automobile
http://mappings.dbpedia.org/server/mappings/en/Infobox_ice_hockey_player,http://dbpedia.org/ontology/IceHockeyPlayer,infobox ice hockey player
http://mappings.dbpedia.org/server/mappings/en/Italy-painter-17thC-stub,http://dbpedia.org/ontology/Painter,italy painter 17thc stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_drug,http://dbpedia.org/ontology/Drug,infobox drug
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Great_Britain,http://dbpedia.org/ontology/OlympicResult,infobox olympics great britain
http://mappings.dbpedia.org/server/mappings/en/Infobox_NCAA_team_season,http://dbpedia.org/ontology/NCAATeamSeason,infobox ncaa team season
http://mappings.dbpedia.org/server/mappings/en/UK-academic-bio-stub,http://dbpedia.org/ontology/Person,uk academic bio stub
http://mappings.dbpedia.org/server/mappings/en/Saskatchewan-geo-stub,http://dbpedia.org/ontology/Place,saskatchewan geo stub
http://mappings.dbpedia.org/server/mappings/en/US-academic-bio-stub,http://dbpedia.org/ontology/Person,us academic bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_French_commune,http://dbpedia.org/ontology/Settlement,infobox french commune
http://mappings.dbpedia.org/server/mappings/en/Italy-painter-16thC-stub,http://dbpedia.org/ontology/Painter,italy painter 16thc stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_space_mission,http://dbpedia.org/ontology/SpaceMission,infobox space mission
http://mappings.dbpedia.org/server/mappings/en/India-stub,http://www.w3.org/2002/07/owl#Thing,india stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_UK_school,http://dbpedia.org/ontology/School,infobox uk school
http://mappings.dbpedia.org/server/mappings/en/UK-org-stub,http://dbpedia.org/ontology/Organisation,uk org stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_swimmer,http://dbpedia.org/ontology/Swimmer,infobox swimmer
http://mappings.dbpedia.org/server/mappings/en/Cheese-stub,http://dbpedia.org/ontology/Cheese,cheese stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_stadium,http://dbpedia.org/ontology/Stadium,infobox stadium
http://mappings.dbpedia.org/server/mappings/en/Infobox_park,http://dbpedia.org/ontology/Park,infobox park
http://mappings.dbpedia.org/server/mappings/en/Nonfiction-book-stub,http://dbpedia.org/ontology/Book,nonfiction book stub
http://mappings.dbpedia.org/server/mappings/en/US-band-stub,http://dbpedia.org/ontology/Band,us band stub
http://mappings.dbpedia.org/server/mappings/en/England-bio-stub,http://dbpedia.org/ontology/Person,england bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_France,http://dbpedia.org/ontology/OlympicResult,infobox olympics france
http://mappings.dbpedia.org/server/mappings/en/Infobox_earthquake,http://dbpedia.org/ontology/Earthquake,infobox earthquake
http://mappings.dbpedia.org/server/mappings/en/Infobox_Scottish_island,http://dbpedia.org/ontology/Island,infobox scottish island
http://mappings.dbpedia.org/server/mappings/en/Infobox_ligament,http://dbpedia.org/ontology/Ligament,infobox ligament
http://mappings.dbpedia.org/server/mappings/en/Infobox_comics_character,http://dbpedia.org/ontology/ComicsCharacter,infobox comics character
http://mappings.dbpedia.org/server/mappings/en/UK-Christian-clergy-stub,http://dbpedia.org/ontology/Cleric,uk christian clergy stub
http://mappings.dbpedia.org/server/mappings/en/US-judge-stub,http://dbpedia.org/ontology/Judge,us judge stub
http://mappings.dbpedia.org/server/mappings/en/France-politician-UMP-stub,http://dbpedia.org/ontology/Politician,france politician ump stub
http://mappings.dbpedia.org/server/mappings/en/Pyramidellidae-stub,http://dbpedia.org/ontology/Mollusca,pyramidellidae stub
http://mappings.dbpedia.org/server/mappings/en/See_also,http://www.w3.org/2002/07/owl#Thing,see also
http://mappings.dbpedia.org/server/mappings/en/See_also2,http://www.w3.org/2002/07/owl#Thing,see also2
http://mappings.dbpedia.org/server/mappings/en/Infobox_pope,http://dbpedia.org/ontology/Pope,infobox pope
http://mappings.dbpedia.org/server/mappings/en/Infobox_rugby_team,http://dbpedia.org/ontology/RugbyClub,infobox rugby team
http://mappings.dbpedia.org/server/mappings/en/Infobox_road,http://dbpedia.org/ontology/Road,infobox road
http://mappings.dbpedia.org/server/mappings/en/Golfcourse-stub,http://dbpedia.org/ontology/GolfCourse,golfcourse stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_F1_driver,http://dbpedia.org/ontology/FormulaOneRacer,infobox f1 driver
http://mappings.dbpedia.org/server/mappings/en/Germany-rowing-Olympic-medalist-stub,http://dbpedia.org/ontology/Rower,germany rowing olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_United_States,http://dbpedia.org/ontology/OlympicResult,infobox olympics united states
http://mappings.dbpedia.org/server/mappings/en/Infobox_mineral,http://dbpedia.org/ontology/Mineral,infobox mineral
http://mappings.dbpedia.org/server/mappings/en/US-garden-stub,http://dbpedia.org/ontology/Garden,us garden stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_martial_artist,http://dbpedia.org/ontology/MartialArtist,infobox martial artist
http://mappings.dbpedia.org/server/mappings/en/Horseracing-race-stub,http://dbpedia.org/ontology/HorseRace,horseracing race stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_winery,http://dbpedia.org/ontology/Winery,infobox winery
http://mappings.dbpedia.org/server/mappings/en/Football_squad_player,http://dbpedia.org/ontology/SportsTeamMember,football squad player
http://mappings.dbpedia.org/server/mappings/en/Infobox_murderer,http://dbpedia.org/ontology/Murderer,infobox murderer
http://mappings.dbpedia.org/server/mappings/en/Italy-composer-stub,http://dbpedia.org/ontology/MusicalArtist,italy composer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Judge,http://dbpedia.org/ontology/Judge,infobox judge
http://mappings.dbpedia.org/server/mappings/en/NewZealand-sport-bio-stub,http://dbpedia.org/ontology/Athlete,newzealand sport bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_politician,http://dbpedia.org/ontology/Politician,infobox politician
http://mappings.dbpedia.org/server/mappings/en/Infobox_bridge,http://dbpedia.org/ontology/Bridge,infobox bridge
http://mappings.dbpedia.org/server/mappings/en/SouthKorea-railstation-stub,http://dbpedia.org/ontology/RailwayStation,southkorea railstation stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Province_TR,http://dbpedia.org/ontology/AdministrativeRegion,infobox province tr
http://mappings.dbpedia.org/server/mappings/en/Infobox_chess_biography,http://dbpedia.org/ontology/ChessPlayer,infobox chess biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_automobile_engine,http://dbpedia.org/ontology/AutomobileEngine,infobox automobile engine
http://mappings.dbpedia.org/server/mappings/en/US-baseball-team-stub,http://dbpedia.org/ontology/BaseballTeam,us baseball team stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_gymnast,http://dbpedia.org/ontology/Gymnast,infobox gymnast
http://mappings.dbpedia.org/server/mappings/en/Disease-stub,http://dbpedia.org/ontology/Disease,disease stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Belgium_Municipality,http://dbpedia.org/ontology/Settlement,infobox belgium municipality
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Austria,http://dbpedia.org/ontology/OlympicResult,infobox olympics austria
http://mappings.dbpedia.org/server/mappings/en/Infobox_constellation,http://dbpedia.org/ontology/Constellation,infobox constellation
http://mappings.dbpedia.org/server/mappings/en/Infobox_protected_area_of_Australia,http://dbpedia.org/ontology/ProtectedArea,infobox protected area of australia
http://mappings.dbpedia.org/server/mappings/en/Infobox_sumo_wrestler,http://dbpedia.org/ontology/SumoWrestler,infobox sumo wrestler
http://mappings.dbpedia.org/server/mappings/en/Korean_cuisine,http://dbpedia.org/ontology/Food,korean cuisine
http://mappings.dbpedia.org/server/mappings/en/Infobox_currency,http://dbpedia.org/ontology/Currency,infobox currency
http://mappings.dbpedia.org/server/mappings/en/Infobox_Canada_electoral_district,http://dbpedia.org/ontology/AdministrativeRegion,infobox canada electoral district
http://mappings.dbpedia.org/server/mappings/en/Infobox_military_unit,http://dbpedia.org/ontology/MilitaryUnit,infobox military unit
http://mappings.dbpedia.org/server/mappings/en/Infobox_football_club,http://dbpedia.org/ontology/SoccerClub,infobox football club
http://mappings.dbpedia.org/server/mappings/en/Film_date,http://dbpedia.org/ontology/Film,film date
http://mappings.dbpedia.org/server/mappings/en/NewBrunswick-politician-stub,http://dbpedia.org/ontology/Politician,newbrunswick politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_academic_conference,http://dbpedia.org/ontology/AcademicConference,infobox academic conference
http://mappings.dbpedia.org/server/mappings/en/Norway-Olympic-medalist-stub,http://dbpedia.org/ontology/Athlete,norway olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/RC-clergy-stub,http://dbpedia.org/ontology/Cleric,rc clergy stub
http://mappings.dbpedia.org/server/mappings/en/Baseball-season-stub,http://dbpedia.org/ontology/BaseballSeason,baseball season stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_pageant_titleholder,http://dbpedia.org/ontology/BeautyQueen,infobox pageant titleholder
http://mappings.dbpedia.org/server/mappings/en/France-Olympic-medalist-stub,http://dbpedia.org/ontology/Athlete,france olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_turf_race,http://dbpedia.org/ontology/HorseRace,infobox turf race
http://mappings.dbpedia.org/server/mappings/en/Infobox_Politician,http://dbpedia.org/ontology/Politician,infobox politician
http://mappings.dbpedia.org/server/mappings/en/Infobox_anatomy,http://dbpedia.org/ontology/AnatomicalStructure,infobox anatomy
http://mappings.dbpedia.org/server/mappings/en/Distinguish2,http://www.w3.org/2002/07/owl#Thing,distinguish2
http://mappings.dbpedia.org/server/mappings/en/Infobox_year_in_spaceflight,http://dbpedia.org/ontology/YearInSpaceflight,infobox year in spaceflight
http://mappings.dbpedia.org/server/mappings/en/Infobox_spacecraft,http://dbpedia.org/ontology/Spacecraft,infobox spacecraft
http://mappings.dbpedia.org/server/mappings/en/Infobox_Chinese_film,http://dbpedia.org/ontology/Film,infobox chinese film
http://mappings.dbpedia.org/server/mappings/en/Infobox_savivaldybe,http://dbpedia.org/ontology/AdministrativeRegion,infobox savivaldybe
http://mappings.dbpedia.org/server/mappings/en/Infobox_software,http://dbpedia.org/ontology/Software,infobox software
http://mappings.dbpedia.org/server/mappings/en/Infobox_canal,http://dbpedia.org/ontology/Canal,infobox canal
http://mappings.dbpedia.org/server/mappings/en/Infobox_netball_biography,http://dbpedia.org/ontology/NetballPlayer,infobox netball biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_Kibbutz,http://dbpedia.org/ontology/AdministrativeRegion,infobox kibbutz
http://mappings.dbpedia.org/server/mappings/en/Infobox_wine_region,http://dbpedia.org/ontology/WineRegion,infobox wine region
http://mappings.dbpedia.org/server/mappings/en/Infobox_F1_team,http://dbpedia.org/ontology/FormulaOneTeam,infobox f1 team
http://mappings.dbpedia.org/server/mappings/en/Infobox_short_story,http://dbpedia.org/ontology/WrittenWork,infobox short story
http://mappings.dbpedia.org/server/mappings/en/Infobox_comics_creator,http://dbpedia.org/ontology/ComicsCreator,infobox comics creator
http://mappings.dbpedia.org/server/mappings/en/Infobox_animanga_character,http://dbpedia.org/ontology/AnimangaCharacter,infobox animanga character
http://mappings.dbpedia.org/server/mappings/en/US-company-stub,http://dbpedia.org/ontology/Company,us company stub
http://mappings.dbpedia.org/server/mappings/en/Baronet-stub,http://dbpedia.org/ontology/Baronet,baronet stub
http://mappings.dbpedia.org/server/mappings/en/Sweden-actor-stub,http://dbpedia.org/ontology/Actor,sweden actor stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_rugby_union_biography,http://dbpedia.org/ontology/RugbyPlayer,infobox rugby union biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Netherlands,http://dbpedia.org/ontology/OlympicResult,infobox olympics netherlands
http://mappings.dbpedia.org/server/mappings/en/Folk-song-stub,http://dbpedia.org/ontology/Song,folk song stub
http://mappings.dbpedia.org/server/mappings/en/IMDb_name,http://www.w3.org/2002/07/owl#Thing,imdb name
http://mappings.dbpedia.org/server/mappings/en/Infobox_rail_line,http://dbpedia.org/ontology/RailwayLine,infobox rail line
http://mappings.dbpedia.org/server/mappings/en/Infobox_football_tournament_season,http://dbpedia.org/ontology/SoccerTournament,infobox football tournament season
http://mappings.dbpedia.org/server/mappings/en/Infobox_lacrosse_player,http://dbpedia.org/ontology/LacrossePlayer,infobox lacrosse player
http://mappings.dbpedia.org/server/mappings/en/Infobox_adult_biography,http://dbpedia.org/ontology/AdultActor,infobox adult biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_country_Olympics,http://dbpedia.org/ontology/OlympicResult,infobox country olympics
http://mappings.dbpedia.org/server/mappings/en/Infobox_District_DE,http://dbpedia.org/ontology/AdministrativeRegion,infobox district de
http://mappings.dbpedia.org/server/mappings/en/US-museum-stub,http://dbpedia.org/ontology/Museum,us museum stub
http://mappings.dbpedia.org/server/mappings/en/Scotland-bio-stub,http://dbpedia.org/ontology/Person,scotland bio stub
http://mappings.dbpedia.org/server/mappings/en/Hokkaidō-railstation-stub,http://dbpedia.org/ontology/RailwayStation,hokkaidō railstation stub
http://mappings.dbpedia.org/server/mappings/en/Russia-athletics-bio-stub,http://dbpedia.org/ontology/Athlete,russia athletics bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_film,http://dbpedia.org/ontology/Film,infobox film
http://mappings.dbpedia.org/server/mappings/en/Infobox_bishop,http://dbpedia.org/ontology/ChristianBishop,infobox bishop
http://mappings.dbpedia.org/server/mappings/en/Infobox_diocese,http://dbpedia.org/ontology/Diocese,infobox diocese
http://mappings.dbpedia.org/server/mappings/en/Pope-stub,http://dbpedia.org/ontology/Pope,pope stub
http://mappings.dbpedia.org/server/mappings/en/UK-painter-stub,http://dbpedia.org/ontology/Painter,uk painter stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_ship_characteristics,http://dbpedia.org/ontology/Ship,infobox ship characteristics
http://mappings.dbpedia.org/server/mappings/en/Infobox_horse_race,http://dbpedia.org/ontology/HorseRace,infobox horse race
http://mappings.dbpedia.org/server/mappings/en/Play-stub,http://dbpedia.org/ontology/Play,play stub
http://mappings.dbpedia.org/server/mappings/en/NewZealand-writer-stub,http://dbpedia.org/ontology/Writer,newzealand writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_weapon,http://dbpedia.org/ontology/Weapon,infobox weapon
http://mappings.dbpedia.org/server/mappings/en/NorthCarolina-geo-stub,http://dbpedia.org/ontology/Place,northcarolina geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Pro_hockey_team,http://dbpedia.org/ontology/HockeyTeam,infobox pro hockey team
http://mappings.dbpedia.org/server/mappings/en/Infobox_recurring_event,http://dbpedia.org/ontology/Convention,infobox recurring event
http://mappings.dbpedia.org/server/mappings/en/Norway-bio-stub,http://dbpedia.org/ontology/Person,norway bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Province_Peru,http://dbpedia.org/ontology/AdministrativeRegion,infobox province peru
http://mappings.dbpedia.org/server/mappings/en/Infobox_artery,http://dbpedia.org/ontology/Artery,infobox artery
http://mappings.dbpedia.org/server/mappings/en/Infobox_basketball_club,http://dbpedia.org/ontology/BasketballTeam,infobox basketball club
http://mappings.dbpedia.org/server/mappings/en/Infobox_union,http://dbpedia.org/ontology/TradeUnion,infobox union
http://mappings.dbpedia.org/server/mappings/en/Scotland-writer-stub,http://dbpedia.org/ontology/Writer,scotland writer stub
