frequency,occurrence,ontology,template
0.983,1000,http://dbpedia.org/ontology/Film,Template:@movies
0.981447124304,539,http://dbpedia.org/ontology/TennisPlayer,Template:ATP
0.991489361702,235,http://dbpedia.org/ontology/Aircraft,Template:Aircraft_specifications
0.982608695652,230,http://dbpedia.org/ontology/Airline,Template:Airline_infobox
1.0,716,http://dbpedia.org/ontology/Airport,Template:Airport-dest-list
0.982608695652,115,http://dbpedia.org/ontology/Airport,Template:Airport-stub
0.975,800,http://dbpedia.org/ontology/Airport,Template:Airport_codes
0.994708994709,189,http://dbpedia.org/ontology/Airport,Template:Airport_infobox
0.975460122699,163,http://dbpedia.org/ontology/Album,Template:Album-stub
0.991276400367,2178,http://dbpedia.org/ontology/Album,Template:Album_infobox
1.0,237,http://dbpedia.org/ontology/Film,Template:Allmovie_title
0.990740740741,108,http://dbpedia.org/ontology/Film,Template:Allrovi_movie
0.994652406417,187,http://dbpedia.org/ontology/PopulatedPlace,Template:AlpesHauteProvence-geo-stub
1.0,146,http://dbpedia.org/ontology/PopulatedPlace,Template:AlpesMaritimes-geo-stub
0.977657004831,1656,http://dbpedia.org/ontology/Film,Template:Amg_movie
1.0,332,http://dbpedia.org/ontology/PopulatedPlace,Template:Ardennes-geo-stub
1.0,333,http://dbpedia.org/ontology/PopulatedPlace,Template:Ardèche-geo-stub
1.0,320,http://dbpedia.org/ontology/PopulatedPlace,Template:Ariège-geo-stub
0.993538692712,6655,http://dbpedia.org/ontology/Asteroid,Template:Asteroid-stub
0.995305164319,426,http://dbpedia.org/ontology/PopulatedPlace,Template:Aube-geo-stub
0.961995249406,421,http://dbpedia.org/ontology/PopulatedPlace,Template:Aude-geo-stub
0.996598639456,294,http://dbpedia.org/ontology/PopulatedPlace,Template:Aveyron-geo-stub
0.994594594595,185,http://dbpedia.org/ontology/Asteroid,Template:BASEPAGENAME
0.989473684211,475,http://dbpedia.org/ontology/RailwayStation,Template:BS-header
0.998065764023,517,http://dbpedia.org/ontology/PopulatedPlace,Template:BasRhin-geo-stub
0.992941176471,425,http://dbpedia.org/ontology/BaseballPlayer,Template:Baseballstats
0.984624846248,1626,http://dbpedia.org/ontology/BasketballPlayer,Template:Basketball-player-stub
1.0,511,http://dbpedia.org/ontology/Asteroid,Template:Beltasteroid-stub
1.0,686,http://dbpedia.org/ontology/PopulatedPlace,Template:Calvados-geo-stub
1.0,253,http://dbpedia.org/ontology/PopulatedPlace,Template:Cantal-geo-stub
0.944948578342,1653,http://dbpedia.org/ontology/Galaxy,Template:Catalogs
0.961538461538,104,http://dbpedia.org/ontology/Person,Template:Catholicism
1.0,381,http://dbpedia.org/ontology/PopulatedPlace,Template:Charente-geo-stub
0.997830802603,461,http://dbpedia.org/ontology/PopulatedPlace,Template:CharenteMaritime-geo-stub
0.998092816275,3146,http://dbpedia.org/ontology/ChemicalCompound,Template:Chembox
1.0,274,http://dbpedia.org/ontology/PopulatedPlace,Template:Cher-geo-stub
0.925675675676,148,http://dbpedia.org/ontology/Person,Template:China-bio-stub
0.90775988287,683,http://dbpedia.org/ontology/RailwayStation,Template:China-rail-stub
0.925925925926,108,http://dbpedia.org/ontology/Person,Template:China-writer-stub
0.932584269663,1157,http://dbpedia.org/ontology/PopulatedPlace,Template:Colombia-geo-stub
1.0,281,http://dbpedia.org/ontology/PopulatedPlace,Template:Corrèze-geo-stub
0.98046875,256,http://dbpedia.org/ontology/PopulatedPlace,Template:Creuse-geo-stub
1.0,692,http://dbpedia.org/ontology/PopulatedPlace,Template:CôteOr-geo-stub
0.997267759563,366,http://dbpedia.org/ontology/PopulatedPlace,Template:CôtesArmor-geo-stub
0.981412639405,538,http://dbpedia.org/ontology/TennisPlayer,Template:DavisCupplayerlink
0.973451327434,113,http://dbpedia.org/ontology/Disease,Template:DiseaseDisorder_infobox
1.0,549,http://dbpedia.org/ontology/PopulatedPlace,Template:Dordogne-geo-stub
0.932038834951,1545,http://dbpedia.org/ontology/Film,Template:Douban
0.994809688581,578,http://dbpedia.org/ontology/PopulatedPlace,Template:Doubs-geo-stub
1.0,240,http://dbpedia.org/ontology/TennisTournament,Template:Draw_key
0.997229916898,361,http://dbpedia.org/ontology/PopulatedPlace,Template:Drôme-geo-stub
0.932692307692,104,http://dbpedia.org/ontology/Enzyme,Template:EC_1.1
1.0,342,http://dbpedia.org/ontology/SolarEclipse,Template:Eclipse-stub
1.0,186,http://dbpedia.org/ontology/PopulatedPlace,Template:Essonne-geo-stub
1.0,658,http://dbpedia.org/ontology/PopulatedPlace,Template:Eure-geo-stub
1.0,395,http://dbpedia.org/ontology/PopulatedPlace,Template:EureLoir-geo-stub
0.990099009901,101,http://dbpedia.org/ontology/GrandPrix,Template:F1GP_00-09
0.990291262136,103,http://dbpedia.org/ontology/GrandPrix,Template:F1GP_10-19
1.0,280,http://dbpedia.org/ontology/GrandPrix,Template:F1_race_report
1.0,129,http://dbpedia.org/ontology/GrandPrix,Template:F1_race_report_infobox
0.910034602076,289,http://dbpedia.org/ontology/SoccerPlayer,Template:FIFA_player
0.994032395567,1173,http://dbpedia.org/ontology/SoccerClub,Template:Football_club_infobox
0.954545454545,462,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_club_statistics_1
0.954545454545,462,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_club_statistics_2
0.954545454545,462,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_club_statistics_3
0.954545454545,462,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_club_statistics_5
0.937198067633,414,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_national_team_statistics
0.930434782609,115,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_statistics_1
0.929203539823,113,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_statistics_2
0.922330097087,103,http://dbpedia.org/ontology/SoccerPlayer,Template:Football_player_statistics_5
0.998840747718,6901,http://dbpedia.org/ontology/PopulatedPlace,Template:French_Commune_Map
0.99707132735,10585,http://dbpedia.org/ontology/PopulatedPlace,Template:French_Commune_Population
1.0,136,http://dbpedia.org/ontology/Galaxy,Template:Galaxy
0.956790123457,648,http://dbpedia.org/ontology/Galaxy,Template:Galaxy-stub
0.997084548105,343,http://dbpedia.org/ontology/PopulatedPlace,Template:Gard-geo-stub
0.995594713656,454,http://dbpedia.org/ontology/PopulatedPlace,Template:Gers-geo-stub
0.996078431373,510,http://dbpedia.org/ontology/PopulatedPlace,Template:Gironde-geo-stub
0.918918918919,259,http://dbpedia.org/ontology/Person,Template:HK-bio-stub
0.936507936508,126,http://dbpedia.org/ontology/Person,Template:HK-enter-bio-stub
0.989208633094,278,http://dbpedia.org/ontology/PopulatedPlace,Template:HautRhin-geo-stub
0.994680851064,564,http://dbpedia.org/ontology/PopulatedPlace,Template:HauteGaronne-geo-stub
1.0,423,http://dbpedia.org/ontology/PopulatedPlace,Template:HauteMarne-geo-stub
1.0,197,http://dbpedia.org/ontology/PopulatedPlace,Template:HauteVienne-geo-stub
0.954054054054,370,http://dbpedia.org/ontology/PopulatedPlace,Template:HautesPyrénées-geo-stub
0.978959025471,903,http://dbpedia.org/ontology/Film,Template:Hkmdb_title
0.985234899329,745,http://dbpedia.org/ontology/TennisPlayer,Template:ITF_Profile
0.969498910675,459,http://dbpedia.org/ontology/Aircraft,Template:Infobox_Aircraft
0.994011976048,167,http://dbpedia.org/ontology/Aircraft,Template:Infobox_Aircraft_Type
1.0,364,http://dbpedia.org/ontology/Airline,Template:Infobox_Airline
0.901408450704,213,http://dbpedia.org/ontology/Event,Template:Infobox_Airliner_accident
0.996655518395,897,http://dbpedia.org/ontology/Airport,Template:Infobox_Airport
0.93512195122,2050,http://dbpedia.org/ontology/Album,Template:Infobox_Album
0.931428571429,175,http://dbpedia.org/ontology/NationalAnthem,Template:Infobox_Anthem
0.993865030675,326,http://dbpedia.org/ontology/Automobile,Template:Infobox_Automobile
0.955465587045,247,http://dbpedia.org/ontology/Bridge,Template:Infobox_Bridge
0.981093510475,1957,http://dbpedia.org/ontology/City,Template:Infobox_China_County
0.99798070451,4457,http://dbpedia.org/ontology/RailwayStation,Template:Infobox_China_railway_station
0.956852791878,394,http://dbpedia.org/ontology/City,Template:Infobox_CnCity
1.0,115,http://dbpedia.org/ontology/Letter,Template:Infobox_Cyrillic
0.994897959184,392,http://dbpedia.org/ontology/Disease,Template:Infobox_Disease
0.956204379562,274,http://dbpedia.org/ontology/EthnicGroup,Template:Infobox_Ethnic_group
0.957535387177,3603,http://dbpedia.org/ontology/Film,Template:Infobox_Film
0.92523364486,321,http://dbpedia.org/ontology/SoccerPlayer,Template:Infobox_Football_biography_2
0.95867768595,121,http://dbpedia.org/ontology/SoccerClub,Template:Infobox_Football_club
0.997253124571,7281,http://dbpedia.org/ontology/PopulatedPlace,Template:Infobox_French_commune
1.0,116,http://dbpedia.org/ontology/Galaxy,Template:Infobox_Galaxy
1.0,122,http://dbpedia.org/ontology/GrandPrix,Template:Infobox_Grand_Prix_race_report
0.916666666667,108,http://dbpedia.org/ontology/SoccerTournament,Template:Infobox_International_Football_Competition
0.911214953271,214,http://dbpedia.org/ontology/Island,Template:Infobox_Islands
0.986798239765,7499,http://dbpedia.org/ontology/PopulatedPlace,Template:Infobox_Italian_comune
0.948096885813,289,http://dbpedia.org/ontology/Settlement,Template:Infobox_Kommun
0.993453355155,611,http://dbpedia.org/ontology/Language,Template:Infobox_Language
0.919642857143,112,http://dbpedia.org/ontology/Language,Template:Infobox_Language_family
0.947852760736,326,http://dbpedia.org/ontology/Locomotive,Template:Infobox_Locomotive
0.973995271868,423,http://dbpedia.org/ontology/BaseballPlayer,Template:Infobox_MLB_player
0.928934010152,197,http://dbpedia.org/ontology/Magazine,Template:Infobox_Magazine
0.986133768352,1226,http://dbpedia.org/ontology/MilitaryConflict,Template:Infobox_Military_Conflict
0.929577464789,284,http://dbpedia.org/ontology/MilitaryUnit,Template:Infobox_Military_Unit
0.975490196078,204,http://dbpedia.org/ontology/Device,Template:Infobox_Mobile
0.980707395498,2177,http://dbpedia.org/ontology/BasketballPlayer,Template:Infobox_NBA_Player
0.962328767123,292,http://dbpedia.org/ontology/OlympicEvent,Template:Infobox_Olympic_event
0.985781990521,211,http://dbpedia.org/ontology/PoliticalParty,Template:Infobox_Political_Party
0.952380952381,168,http://dbpedia.org/ontology/Wrestler,Template:Infobox_Pro_Wrestler
1.0,320,http://dbpedia.org/ontology/River,Template:Infobox_River
0.998531571219,2724,http://dbpedia.org/ontology/Diocese,Template:Infobox_Roman_Catholic_diocese
1.0,168,http://dbpedia.org/ontology/Ship,Template:Infobox_Ship_Career
0.985507246377,138,http://dbpedia.org/ontology/Ship,Template:Infobox_Ship_Characteristics
0.95094491355,2487,http://dbpedia.org/ontology/Single,Template:Infobox_Single
0.950971322849,1081,http://dbpedia.org/ontology/Software,Template:Infobox_Software
0.977924944812,453,http://dbpedia.org/ontology/SolarEclipse,Template:Infobox_Solar_eclipse
0.904081632653,490,http://dbpedia.org/ontology/Stadium,Template:Infobox_Stadium
0.995337995338,1287,http://dbpedia.org/ontology/AdministrativeRegion,Template:Infobox_U.S._County
0.946428571429,952,http://dbpedia.org/ontology/University,Template:Infobox_University
0.993123209169,1745,http://dbpedia.org/ontology/VideoGame,Template:Infobox_VG
0.981254506128,1387,http://dbpedia.org/ontology/Weapon,Template:Infobox_Weapon
0.986046511628,215,http://dbpedia.org/ontology/Airport,Template:Infobox_airport
0.994413407821,179,http://dbpedia.org/ontology/Letter,Template:Infobox_alphabet
0.933333333333,105,http://dbpedia.org/ontology/NationalAnthem,Template:Infobox_anthem
0.941666666667,240,http://dbpedia.org/ontology/Award,Template:Infobox_award
0.939759036145,249,http://dbpedia.org/ontology/Book,Template:Infobox_book
0.990825688073,109,http://dbpedia.org/ontology/Bridge,Template:Infobox_bridge
0.903686982694,1329,http://dbpedia.org/ontology/Company,Template:Infobox_company
0.97233201581,253,http://dbpedia.org/ontology/Diocese,Template:Infobox_diocese
0.99124726477,457,http://dbpedia.org/ontology/Disease,Template:Infobox_disease
0.969325153374,163,http://dbpedia.org/ontology/EthnicGroup,Template:Infobox_ethnic_group
1.0,133,http://dbpedia.org/ontology/FigureSkater,Template:Infobox_figure_skater
0.984732824427,1965,http://dbpedia.org/ontology/Film,Template:Infobox_film
0.904674945215,2738,http://dbpedia.org/ontology/SoccerPlayer,Template:Infobox_football_biography
0.927360774818,413,http://dbpedia.org/ontology/SoccerPlayer,Template:Infobox_football_biography_2
0.999027237354,1028,http://dbpedia.org/ontology/SoccerClub,Template:Infobox_football_club
0.901960784314,102,http://dbpedia.org/ontology/SoccerClubSeason,Template:Infobox_football_club_season
0.920634920635,126,http://dbpedia.org/ontology/FootballMatch,Template:Infobox_football_match
0.948186528497,386,http://dbpedia.org/ontology/Settlement,Template:Infobox_kommune
0.992647058824,1904,http://dbpedia.org/ontology/Lake,Template:Infobox_lake
0.995305164319,213,http://dbpedia.org/ontology/Language,Template:Infobox_language
0.989672977625,581,http://dbpedia.org/ontology/MilitaryConflict,Template:Infobox_military_conflict
0.958762886598,291,http://dbpedia.org/ontology/MilitaryUnit,Template:Infobox_military_unit
0.966101694915,118,http://dbpedia.org/ontology/Mineral,Template:Infobox_mineral
0.990402394999,11357,http://dbpedia.org/ontology/Asteroid,Template:Infobox_planet
0.985596707819,486,http://dbpedia.org/ontology/PoliticalParty,Template:Infobox_political_party
1.0,111,http://dbpedia.org/ontology/Person,Template:Infobox_popestyles
0.982456140351,114,http://dbpedia.org/ontology/ProgrammingLanguage,Template:Infobox_programming_language
1.0,112,http://dbpedia.org/ontology/River,Template:Infobox_river
0.96174863388,183,http://dbpedia.org/ontology/Road,Template:Infobox_road
0.912408759124,137,http://dbpedia.org/ontology/Saint,Template:Infobox_saint
0.9765625,128,http://dbpedia.org/ontology/Ship,Template:Infobox_ship_characteristics
0.908893709328,461,http://dbpedia.org/ontology/Single,Template:Infobox_single
0.936599423631,694,http://dbpedia.org/ontology/Software,Template:Infobox_software
0.963503649635,137,http://dbpedia.org/ontology/Stadium,Template:Infobox_stadium
0.911111111111,135,http://dbpedia.org/ontology/RailwayStation,Template:Infobox_station
0.934426229508,122,http://dbpedia.org/ontology/TelevisionEpisode,Template:Infobox_television_episode
0.963328631876,709,http://dbpedia.org/ontology/University,Template:Infobox_university
1.0,428,http://dbpedia.org/ontology/VideoGame,Template:Infobox_video_game
0.990757855823,541,http://dbpedia.org/ontology/TennisPlayer,Template:Infobox_网球
0.99512195122,205,http://dbpedia.org/ontology/ChemicalCompound,Template:Inorganic-compound-stub
0.973484848485,264,http://dbpedia.org/ontology/Language,Template:InterWiki
0.930463576159,302,http://dbpedia.org/ontology/City,Template:Iran-geo-stub
0.996161228407,521,http://dbpedia.org/ontology/PopulatedPlace,Template:Isere-geo-stub
0.931818181818,836,http://dbpedia.org/ontology/RailwayStation,Template:Japan-rail-stub
0.923076923077,325,http://dbpedia.org/ontology/City,Template:Kentucky-stub
0.972222222222,216,http://dbpedia.org/ontology/Letter,Template:Latin_alphabet
1.0,181,http://dbpedia.org/ontology/PopulatedPlace,Template:Lozere-geo-stub
0.980769230769,156,http://dbpedia.org/ontology/Film,Template:MSN_movie
0.922077922078,154,http://dbpedia.org/ontology/Scientist,Template:MathGenealogy
0.996113989637,772,http://dbpedia.org/ontology/Film,Template:Metacritic_film
0.994130077483,8518,http://dbpedia.org/ontology/Asteroid,Template:Minor_Planet_Number
0.998355263158,1216,http://dbpedia.org/ontology/Film,Template:Mojo_title
0.93487394958,1428,http://dbpedia.org/ontology/Film,Template:Mtime
1.0,199,http://dbpedia.org/ontology/BasketballPlayer,Template:NBA_player_statistics_start
0.915384615385,130,http://dbpedia.org/ontology/SoccerPlayer,Template:NFT_player
0.946322067594,1509,http://dbpedia.org/ontology/Galaxy,Template:NGCInfoBox
0.948217888366,1487,http://dbpedia.org/ontology/Galaxy,Template:NGCReference
0.972144846797,359,http://dbpedia.org/ontology/City,Template:NorthDakota-stub
0.977777777778,450,http://dbpedia.org/ontology/SolarEclipse,Template:NoteUTC
0.981412639405,269,http://dbpedia.org/ontology/Star,Template:OrbitboxPlanet
0.981481481481,270,http://dbpedia.org/ontology/Star,Template:OrbitboxPlanet_begin
0.981751824818,274,http://dbpedia.org/ontology/Star,Template:Orbitbox_end
0.986301369863,146,http://dbpedia.org/ontology/ChemicalCompound,Template:Organic-compound-stub
0.992537313433,268,http://dbpedia.org/ontology/Person,Template:Popes
0.93653376729,1229,http://dbpedia.org/ontology/RailwayStation,Template:RailwayLineColor
0.986486486486,148,http://dbpedia.org/ontology/RailwayStation,Template:Railway_line_header2
0.987605135015,2259,http://dbpedia.org/ontology/Film,Template:Rotten-tomatoes
0.98755186722,241,http://dbpedia.org/ontology/Film,Template:Rotten_Tomatoes
0.963488843813,493,http://dbpedia.org/ontology/Single,Template:Single-stub
0.955696202532,158,http://dbpedia.org/ontology/Single,Template:Single_infobox
0.944695259594,886,http://dbpedia.org/ontology/SoccerPlayer,Template:Soccer-player-stub
0.954359673025,1468,http://dbpedia.org/ontology/SoccerPlayer,Template:Soccerbase
0.974025974026,231,http://dbpedia.org/ontology/SolarEclipse,Template:Solar_eclipse_NASA_reference
0.974137931034,696,http://dbpedia.org/ontology/Star,Template:Starbox_detail
0.96408839779,362,http://dbpedia.org/ontology/Star,Template:Starbox_image
0.971830985915,213,http://dbpedia.org/ontology/Person,Template:TW-poli-bio-stub
0.90234375,256,http://dbpedia.org/ontology/Person,Template:Taiwan-sport-bio-stub
0.978102189781,137,http://dbpedia.org/ontology/Actor,Template:Tcmdb_name
0.990506329114,316,http://dbpedia.org/ontology/Film,Template:Tcmdb_title
0.967741935484,124,http://dbpedia.org/ontology/TennisPlayer,Template:Tennis-bio-stub
0.940217391304,184,http://dbpedia.org/ontology/AdministrativeRegion,Template:Texas
0.952662721893,169,http://dbpedia.org/ontology/FictionalCharacter,Template:Tolkienchar
0.95652173913,138,http://dbpedia.org/ontology/University,Template:University
0.990384615385,208,http://dbpedia.org/ontology/VideoGame,Template:VG_Reviews
0.971854304636,1208,http://dbpedia.org/ontology/VideoGame,Template:Vgname
0.945205479452,146,http://dbpedia.org/ontology/VideoGame,Template:Video_game_reviews
1.0,505,http://dbpedia.org/ontology/PopulatedPlace,Template:Vosges-geo-stub
0.993865030675,163,http://dbpedia.org/ontology/TennisPlayer,Template:WTA
0.916666666667,108,http://dbpedia.org/ontology/City,Template:Washington-stub
0.987767584098,327,http://dbpedia.org/ontology/Film,Template:Yahoomovie_id
1.0,2660,http://dbpedia.org/ontology/Year,Template:YearTOC
1.0,441,http://dbpedia.org/ontology/PopulatedPlace,Template:Yonne-geo-stub
0.903381642512,207,http://dbpedia.org/ontology/Person,Template:三国志
0.996466431095,566,http://dbpedia.org/ontology/PopulatedPlace,Template:上加龍省市鎮
0.921225382932,457,http://dbpedia.org/ontology/PopulatedPlace,Template:上庇里牛斯省市鎮
1.0,199,http://dbpedia.org/ontology/PopulatedPlace,Template:上維埃納省市鎮
1.0,253,http://dbpedia.org/ontology/PopulatedPlace,Template:上羅亞爾省市鎮
0.989285714286,280,http://dbpedia.org/ontology/PopulatedPlace,Template:上萊茵省市鎮
1.0,166,http://dbpedia.org/ontology/PopulatedPlace,Template:上阿爾卑斯省市鎮
0.997624703088,421,http://dbpedia.org/ontology/PopulatedPlace,Template:上馬恩省市鎮
1.0,105,http://dbpedia.org/ontology/PopulatedPlace,Template:下萊茵省市鎮
1.0,179,http://dbpedia.org/ontology/Airport,Template:中华人民共和国机场
0.986851211073,1445,http://dbpedia.org/ontology/Person,Template:中国军事人物小作品
0.973451327434,113,http://dbpedia.org/ontology/Diocese,Template:中国天主教教区
0.990607628906,5217,http://dbpedia.org/ontology/Person,Template:中国政治人物小作品
0.977175463623,701,http://dbpedia.org/ontology/Person,Template:中国科学家小作品
0.970588235294,204,http://dbpedia.org/ontology/Person,Template:中国科学院化学部院士
0.960975609756,205,http://dbpedia.org/ontology/Person,Template:中国科学院地学部院士
0.969026548673,226,http://dbpedia.org/ontology/Person,Template:中国科学院技术科学部院士
0.934156378601,243,http://dbpedia.org/ontology/Person,Template:中国科学院生命科学和医学学部院士
0.935034802784,431,http://dbpedia.org/ontology/RailwayLine,Template:中国铁路
0.983870967742,186,http://dbpedia.org/ontology/Road,Template:中国高速公路信息框
0.924242424242,132,http://dbpedia.org/ontology/RailwayLine,Template:中国高速铁路
1.0,159,http://dbpedia.org/ontology/Person,Template:中國人民解放軍開國中將
0.970588235294,102,http://dbpedia.org/ontology/Person,Template:中國政治人物小作品
0.977611940299,134,http://dbpedia.org/ontology/Language,Template:中國語言
0.992727272727,275,http://dbpedia.org/ontology/Person,Template:主播資訊
0.985815602837,141,http://dbpedia.org/ontology/City,Template:云南行政区划
0.994565217391,184,http://dbpedia.org/ontology/PopulatedPlace,Template:亞歷山德里亞省市鎮
0.994897959184,196,http://dbpedia.org/ontology/RailwayStation,Template:京九铁路
0.980392156863,102,http://dbpedia.org/ontology/RailwayStation,Template:京哈铁路
0.991489361702,235,http://dbpedia.org/ontology/RailwayStation,Template:京广铁路
0.989189189189,185,http://dbpedia.org/ontology/RailwayStation,Template:京沪铁路
0.917431192661,109,http://dbpedia.org/ontology/AdministrativeRegion,Template:伊利诺伊州
0.994219653179,346,http://dbpedia.org/ontology/PopulatedPlace,Template:伊勒-維萊訥省市鎮
1.0,519,http://dbpedia.org/ontology/PopulatedPlace,Template:伊澤爾省市鎮
1.0,527,http://dbpedia.org/ontology/PopulatedPlace,Template:侏羅省市鎮
0.933962264151,106,http://dbpedia.org/ontology/Company,Template:信息技术大公司
0.992647058824,272,http://dbpedia.org/ontology/Person,Template:光緒三十年甲辰恩科殿試金榜
1.0,284,http://dbpedia.org/ontology/Person,Template:光緒三年丁丑科殿試金榜
0.996453900709,282,http://dbpedia.org/ontology/Person,Template:光緒九年癸未科殿試金榜
1.0,273,http://dbpedia.org/ontology/Person,Template:光緒二十一年乙未科殿試金榜
1.0,295,http://dbpedia.org/ontology/Person,Template:光緒二十九年癸卯科殿試金榜
0.997005988024,334,http://dbpedia.org/ontology/Person,Template:光緒二十四年戊戌科殿試金榜
0.993265993266,297,http://dbpedia.org/ontology/Person,Template:光緒二十年甲午恩科殿試金榜
1.0,299,http://dbpedia.org/ontology/Person,Template:光緒二年丙子恩科殿試金榜
1.0,313,http://dbpedia.org/ontology/Person,Template:光緒六年庚辰科殿試金榜
0.996575342466,292,http://dbpedia.org/ontology/Person,Template:光緒十二年丙戌科殿試金榜
0.996402877698,278,http://dbpedia.org/ontology/Person,Template:光緒十五年己丑科殿試金榜
0.996784565916,311,http://dbpedia.org/ontology/Person,Template:光緒十八年壬辰科殿試金榜
1.0,305,http://dbpedia.org/ontology/Person,Template:光緒十六年庚寅恩科殿試金榜
0.984126984127,252,http://dbpedia.org/ontology/PopulatedPlace,Template:克勒茲省市鎮
1.0,114,http://dbpedia.org/ontology/PopulatedPlace,Template:克雷莫納省市鎮
0.987341772152,158,http://dbpedia.org/ontology/RailwayStation,Template:兰新铁路
0.970588235294,272,http://dbpedia.org/ontology/PoliticalParty,Template:共产党
0.973913043478,115,http://dbpedia.org/ontology/City,Template:内蒙古行政区划
1.0,344,http://dbpedia.org/ontology/PopulatedPlace,Template:加爾省市鎮
0.984,125,http://dbpedia.org/ontology/RailwayStation,Template:包兰铁路
1.0,115,http://dbpedia.org/ontology/Person,Template:南北朝人物小作品
0.980392156863,153,http://dbpedia.org/ontology/Island,Template:南设得兰群岛
1.0,101,http://dbpedia.org/ontology/PopulatedPlace,Template:卡塞塔省市鎮
1.0,690,http://dbpedia.org/ontology/PopulatedPlace,Template:卡爾瓦多斯省市鎮
1.0,395,http://dbpedia.org/ontology/PopulatedPlace,Template:厄爾-羅亞爾省市鎮
1.0,657,http://dbpedia.org/ontology/PopulatedPlace,Template:厄爾省市鎮
0.994208494208,518,http://dbpedia.org/ontology/PopulatedPlace,Template:吉倫特省市鎮
0.991379310345,116,http://dbpedia.org/ontology/Person,Template:唐朝官员小作品
0.980392156863,204,http://dbpedia.org/ontology/City,Template:四川行政区划
0.998299319728,588,http://dbpedia.org/ontology/City,Template:国家级贫困县
0.945205479452,146,http://dbpedia.org/ontology/SoccerTournament,Template:國際足球賽事
1.0,194,http://dbpedia.org/ontology/PopulatedPlace,Template:埃松省市鎮
1.0,812,http://dbpedia.org/ontology/PopulatedPlace,Template:埃納省市鎮
0.994011976048,334,http://dbpedia.org/ontology/PopulatedPlace,Template:埃羅省市鎮
1.0,189,http://dbpedia.org/ontology/PopulatedPlace,Template:塔恩-加龍省市鎮
0.993630573248,314,http://dbpedia.org/ontology/PopulatedPlace,Template:塔恩省市鎮
0.990384615385,104,http://dbpedia.org/ontology/PopulatedPlace,Template:墨西拿省市鎮
1.0,380,http://dbpedia.org/ontology/PopulatedPlace,Template:夏朗德省市鎮
1.0,458,http://dbpedia.org/ontology/PopulatedPlace,Template:多姆山省市鎮
1.0,548,http://dbpedia.org/ontology/PopulatedPlace,Template:多爾多涅省市鎮
0.986910994764,382,http://dbpedia.org/ontology/University,Template:大学(日本)
1.0,217,http://dbpedia.org/ontology/PopulatedPlace,Template:大西洋羅亞爾省市鎮
1.0,259,http://dbpedia.org/ontology/Person,Template:天順元年丁丑科殿試金榜
0.995515695067,223,http://dbpedia.org/ontology/Person,Template:天順八年甲申科殿試金榜
1.0,146,http://dbpedia.org/ontology/Person,Template:天順四年庚辰科殿試金榜
1.0,421,http://dbpedia.org/ontology/PopulatedPlace,Template:奧布省市鎮
0.961995249406,421,http://dbpedia.org/ontology/PopulatedPlace,Template:奧德省市鎮
1.0,496,http://dbpedia.org/ontology/PopulatedPlace,Template:奧恩省市鎮
1.0,508,http://dbpedia.org/ontology/PopulatedPlace,Template:孚日省市鎮
0.948387096774,155,http://dbpedia.org/ontology/Astronaut,Template:宇航员信息框
1.0,274,http://dbpedia.org/ontology/PopulatedPlace,Template:安德爾-羅亞爾省市鎮
1.0,243,http://dbpedia.org/ontology/PopulatedPlace,Template:安德爾省市鎮
0.95041322314,121,http://dbpedia.org/ontology/City,Template:安徽行政区划
